[Mon Nov 27 12:34:16.562885 2023] [php:notice] [pid 6501] [client 192.168.51.5:38177] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:38.596210 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:38.687059 2023] [php:notice] [pid 6498] [client 192.168.51.5:29061] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:02:38.797724 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:38.887602 2023] [php:notice] [pid 6498] [client 192.168.51.5:29061] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:02:38.998540 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:39.088548 2023] [php:notice] [pid 6498] [client 192.168.51.5:29061] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:02:39.199381 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:39.289448 2023] [php:notice] [pid 6498] [client 192.168.51.5:29061] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:02:39.400235 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:39.489978 2023] [php:notice] [pid 6498] [client 192.168.51.5:29061] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:02:39.600610 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:39.690613 2023] [php:notice] [pid 6498] [client 192.168.51.5:29061] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:02:39.801214 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:39.891094 2023] [php:notice] [pid 6498] [client 192.168.51.5:29061] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:02:40.001852 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:40.092014 2023] [php:notice] [pid 6498] [client 192.168.51.5:29061] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:02:40.202444 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:40.292622 2023] [php:notice] [pid 6498] [client 192.168.51.5:29061] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:02:40.402877 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:40.493101 2023] [php:notice] [pid 6498] [client 192.168.51.5:29061] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:02:40.603384 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:40.804994 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:41.005460 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:41.205881 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:02:41.406943 2023] [php:notice] [pid 6510] [client 192.168.51.5:29065] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:41.273441 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:41.687014 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:41.887731 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:42.088247 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:42.269960 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:42.288830 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:42.489479 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:42.588192 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:42.689981 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:42.789287 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:42.890409 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:42.989858 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:43.091049 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:43.190328 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:43.291502 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:43.390898 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:43.492011 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:43.592246 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:43.692811 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:43.792748 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:43.893329 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:43.993170 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:44.093813 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:44.193600 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:44.294292 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:44.394045 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:44.494795 2023] [php:notice] [pid 6499] [client 192.168.51.5:29227] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:04:44.594636 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:44.795104 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:44.995531 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:45.195872 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:04:45.406233 2023] [php:notice] [pid 6501] [client 192.168.51.5:29231] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:22.460979 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:22.839641 2023] [php:notice] [pid 7125] [client 192.168.51.5:29589] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:22.841481 2023] [php:notice] [pid 7127] [client 192.168.51.5:29590] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:22.848865 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:23.049830 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:23.147934 2023] [php:notice] [pid 6500] [client 192.168.51.5:29597] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:23.150533 2023] [php:notice] [pid 6502] [client 192.168.51.5:29595] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:23.163139 2023] [php:notice] [pid 7128] [client 192.168.51.5:29596] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:23.250753 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:23.451272 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:23.651930 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:23.852716 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:24.053575 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:24.136521 2023] [php:notice] [pid 6498] [client 192.168.51.5:29602] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:24.254627 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:24.455359 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:24.657551 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:24.860819 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:24.903207 2023] [php:notice] [pid 6498] [client 192.168.51.5:29602] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:24.907640 2023] [php:notice] [pid 7125] [client 192.168.51.5:29589] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:24.922827 2023] [php:notice] [pid 7127] [client 192.168.51.5:29590] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.061295 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:25.103686 2023] [php:notice] [pid 6498] [client 192.168.51.5:29602] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.108195 2023] [php:notice] [pid 7125] [client 192.168.51.5:29589] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.123521 2023] [php:notice] [pid 7127] [client 192.168.51.5:29590] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.155759 2023] [php:notice] [pid 7128] [client 192.168.51.5:29596] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.156397 2023] [php:notice] [pid 6500] [client 192.168.51.5:29597] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.185948 2023] [php:notice] [pid 6502] [client 192.168.51.5:29595] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.261841 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:25.304467 2023] [php:notice] [pid 6498] [client 192.168.51.5:29602] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.309601 2023] [php:notice] [pid 7125] [client 192.168.51.5:29589] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.324008 2023] [php:notice] [pid 7127] [client 192.168.51.5:29590] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.356350 2023] [php:notice] [pid 7128] [client 192.168.51.5:29596] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.357093 2023] [php:notice] [pid 6500] [client 192.168.51.5:29597] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.386476 2023] [php:notice] [pid 6502] [client 192.168.51.5:29595] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.462381 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:25.505581 2023] [php:notice] [pid 6498] [client 192.168.51.5:29602] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.514400 2023] [php:notice] [pid 7125] [client 192.168.51.5:29589] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.524674 2023] [php:notice] [pid 7127] [client 192.168.51.5:29590] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.556839 2023] [php:notice] [pid 7128] [client 192.168.51.5:29596] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.557731 2023] [php:notice] [pid 6500] [client 192.168.51.5:29597] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.587102 2023] [php:notice] [pid 6502] [client 192.168.51.5:29595] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.663111 2023] [php:notice] [pid 6509] [client 192.168.51.5:29587] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(
[Mon Nov 27 15:10:25.706536 2023] [php:notice] [pid 6498] [client 192.168.51.5:29602] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.715062 2023] [php:notice] [pid 7125] [client 192.168.51.5:29589] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.725174 2023] [php:notice] [pid 7127] [client 192.168.51.5:29590] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
[Mon Nov 27 15:10:25.757415 2023] [php:notice] [pid 7128] [client 192.168.51.5:29596] Xdebug: [Step Debug] Time-out connecting to debugging client, waited: 200 ms. Tried: 192.168.51.5:9003 (through xdebug.client_host/xdebug.client_port) :-(, referer: http://symfony.udemy/
